(a, b): f, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zp): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zq): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zr): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zzzd
(a, zs): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zt): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zu): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zv): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zw): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zx): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zy): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zz): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zza): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzb): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzc): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzd): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zze): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzf): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzg): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzh): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzi): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzj): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzk): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzl): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzm): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzn): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzo): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzp): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzq): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzr): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzs): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzt): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzu): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzv): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzw): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzx): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzy): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzz): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzza): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzzb): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(a, zzzc): f, b, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
